,Title,Doorway,Year,Link,Synopsis
42,Amateur Throats: Martina,amateurthroats.com,2010,"<a href=""https://www.iafd.com/title.rme/id=25842ef8-774c-4150-a4af-6f10be07e6a9"" target=""_blank"">https://www.iafd.com/title.rme/id=25842ef8-774c-4150-a4af-6f10be07e6a9</a>","College Girl Martina didn't know what she was getting herself into when she decided to go on a movie date with me, actually I didn't know what I was getting into either. I convinced her to go back to my hotel room for some fun and fun we had. Correction, I had, 'cause I fucked her throat hard all while giving her 2 oral creampies, when I came deep down her throat without warning. She got taught a lesson each time the cock went deep down her throat. This college cutie was exploited for your enjoyment, the picture above says 1000 words."
43,Amateur Throats: Nadia Nasty,amateurthroats.com,2010,"<a href=""https://www.iafd.com/title.rme/id=8bc0a4ce-9d33-439a-9a51-27031c4469e7"" target=""_blank"">https://www.iafd.com/title.rme/id=8bc0a4ce-9d33-439a-9a51-27031c4469e7</a>",This week we have a lazy ass slut that just wants to get paid and not do anything to earn it. Her husband is even lazier 'cause he's the one that brought her over to get throat-fucked. I just couldn't deal with her attitude so I just sent her packing after cumming all over her face. New rule: NO More Lazy Bitches from the Hood!!
44,Amateur Throats: Nala,amateurthroats.com,2010,"<a href=""https://www.iafd.com/title.rme/id=1be8a115-2959-4b47-a846-1eb0ef347521"" target=""_blank"">https://www.iafd.com/title.rme/id=1be8a115-2959-4b47-a846-1eb0ef347521</a>","Who likes 18-year-old freaks? Well if you do, you'll love Nala because she is not only young but also a freak. She came in to see if she could deepthroat and ended up releasing a whole bunch of stuff on the cock. She just gave up her throat to be fucked deep over and over again, all while making a mess. Once she was done with her training, she thought she could handle a more hardcore face fucking, but you have to see that video on Facial Abuse. Nala=0 Amateurthroats=1"
45,Amateur Throats: Nala 2,amateurthroats.com,2011,"<a href=""https://www.iafd.com/title.rme/id=ca0079ec-fb86-47da-9ad9-3cc423b36812"" target=""_blank"">https://www.iafd.com/title.rme/id=ca0079ec-fb86-47da-9ad9-3cc423b36812</a>","Well you guys know Nala from the other video. Well, this video was the first encounter I had with her. The reason that this video didn't come first is because she looks like a runaway teen in this one. I don't really like throat fucking a Boy George look-alike, but since you guys seem to like her, I decided to put my pride aside and show you guys this knucklehead puking on my cock again."
46,Amateur Throats: Nikki Daniels,amateurthroats.com,2010,"<a href=""https://www.iafd.com/title.rme/id=cfd65ca8-b30b-4263-8082-444fd5e2e8a0"" target=""_blank"">https://www.iafd.com/title.rme/id=cfd65ca8-b30b-4263-8082-444fd5e2e8a0</a>",
47,Amateur Throats: Pepper,amateurthroats.com,2011,"<a href=""https://www.iafd.com/title.rme/id=c858aeb8-5595-4d9e-acaa-e9c28d49b29c"" target=""_blank"">https://www.iafd.com/title.rme/id=c858aeb8-5595-4d9e-acaa-e9c28d49b29c</a>","What's up with busty redheads calling themselves Pepper? Well I don't know. What I do know is that this fresh out of the choir girl is 18 and ready for her first video. Little did she know that it would involve deepthroating and swallowing cum. This girl has very big boobs that stand up and ask you to play with them. I don't know if her high school sweetheart will approve of this video, but I don't really care. Note to BF: Your girl is a freak and a good cocksucker!"
48,Amateur Throats: Roxy Paige,amateurthroats.com,2010,"<a href=""https://www.iafd.com/title.rme/id=b30c25cf-6df0-4971-911e-425a9583fba9"" target=""_blank"">https://www.iafd.com/title.rme/id=b30c25cf-6df0-4971-911e-425a9583fba9</a>","Another day, another dollar, or in this case another day, another amateur girl deepthroating. Roxy is about as submissive as they come, she can take the cock beatdown with the best of them. She made a mess all over my cock and balls, but she didn't care cause she was determined to finish her training. I love it when a girl has her eyes on the prize. Enjoy this messy girl."
49,Amateur Throats: Sasha,amateurthroats.com,2010,"<a href=""https://www.iafd.com/title.rme/id=188a8541-0738-422d-8b1f-fa9d0a730ffb"" target=""_blank"">https://www.iafd.com/title.rme/id=188a8541-0738-422d-8b1f-fa9d0a730ffb</a>","Sasha came to the East Coast from California in order to experience new things, little did she know that she would be gagging on cocks and getting fucked. All this came as a surprise to 19 year old Sasha, this is the first episode in where she deepthroats our resident guy and gets sent back west with a nice creampie. AT for the win."
50,Amateur Throats: Sasha 2,amateurthroats.com,2011,"<a href=""https://www.iafd.com/title.rme/id=ad710cf2-a5af-4d69-aa66-36a629efc0ca"" target=""_blank"">https://www.iafd.com/title.rme/id=ad710cf2-a5af-4d69-aa66-36a629efc0ca</a>","Sasha returns by popular demand. In this video, I get to test out that mouthful of metal and see if it really does shred cocks like people have been telling me. I really wish those braces weren't there 'cause they are a pain in the ass. Braces are cool for making your crooked smile better but not for throat-fucking. When it was all said and done this girl Sasha is a super freak, down for what ever you have in store for her. Enjoy this naive Asian girl!"
51,Amateur Throats: Sophie Ryan,amateurthroats.com,2010,"<a href=""https://www.iafd.com/title.rme/id=71f92e58-c408-41ed-b31c-6358ab532db7"" target=""_blank"">https://www.iafd.com/title.rme/id=71f92e58-c408-41ed-b31c-6358ab532db7</a>",
52,Amateur Throats: Syvally,amateurthroats.com,2010,"<a href=""https://www.iafd.com/title.rme/id=e2bf4fdd-0054-4df3-bf3f-3624f1a0754a"" target=""_blank"">https://www.iafd.com/title.rme/id=e2bf4fdd-0054-4df3-bf3f-3624f1a0754a</a>","Here we have 19 Year Old Syvally getting throat fucked until massive amounts of stuff was coming out of her mouth. This chick has a spray tan and left my car seat looking golden, since she messed up my leather, I had to mess up her throat. She's doing this to pay for her engagement ring behind her Fiance's back, hopefully he see's this and knows that she really cares about him, awwwwww."
53,Amateur Throats: Tonya,amateurthroats.com,2010,"<a href=""https://www.iafd.com/title.rme/id=b1aff085-677b-4715-8c62-57d8c3d7c60f"" target=""_blank"">https://www.iafd.com/title.rme/id=b1aff085-677b-4715-8c62-57d8c3d7c60f</a>",
54,Amateur Throats: Vanessa Cage,amateurthroats.com,2010,"<a href=""https://www.iafd.com/title.rme/id=b2ccb317-eb1b-47b9-b992-fdc6f57197cb"" target=""_blank"">https://www.iafd.com/title.rme/id=b2ccb317-eb1b-47b9-b992-fdc6f57197cb</a>",
55,Amateur Throats: Vannah Sterling,amateurthroats.com,2010,"<a href=""https://www.iafd.com/title.rme/id=45c3378f-075a-4418-bfaf-3553992f4762"" target=""_blank"">https://www.iafd.com/title.rme/id=45c3378f-075a-4418-bfaf-3553992f4762</a>",
56,Amazing Potential,facialabuse.com,2020,"<a href=""https://www.iafd.com/title.rme/id=789ff05f-8dd8-4f74-98e1-6f3c2c5afe42"" target=""_blank"">https://www.iafd.com/title.rme/id=789ff05f-8dd8-4f74-98e1-6f3c2c5afe42</a>","Beautiful 20 year old PAWG who gave it 100%. It wasn't too messy because she had zero gag reflex. I was amazed. She took Sams giant cock in her throat and her pussy. It was the biggest cock she ever had--and she LOVED IT! She got all teary eyed talking about her horrible past. It was hot. She drank my yellow discipline, we dumped the whore bowl on her and had her hit the shower. She'll be back for sure!"
57,Ana Is Mia,facialabuse.com,2018,"<a href=""https://www.iafd.com/title.rme/id=062dda18-78c5-4620-9756-d34181324e35"" target=""_blank"">https://www.iafd.com/title.rme/id=062dda18-78c5-4620-9756-d34181324e35</a>","Yup, this one is pretty slim. I almost put her in my mouth and sparked her up. I think ribs on a girl are sexy, and that Montgomery Burns spine. I do prefer some tits though, and I suppose not being the pinnacle of beauty myself, I should be thankful that I get to dine tonight, even though there isn't much meat on this bird. For being only 19 and not that experienced, she did good. She was able to deep throat good and her little tiny stomach would move like that scene from Aliens every time a big cock smashed against her cervix. She was having a good time until she wasn't and then it was time to nut all over this fresh face. We hope you enjoy it."
58,Anal and Tears,facialabuse.com,2020,"<a href=""https://www.iafd.com/title.rme/id=071a5a9d-1824-417d-b0f4-9fbed1bba21b"" target=""_blank"">https://www.iafd.com/title.rme/id=071a5a9d-1824-417d-b0f4-9fbed1bba21b</a>","This isn't her first anal, as in, some schlub penetrated her ass and came within several seconds, but rather, it's the first time her 18 year old ass was fucked, and fucked right--and the tears prove it. Bootleg tore up that asshole nice, and did plenty of ass to mouth. She swallowed 90% of my yellow d, and yakked all over herself in several compromising positions. She hung in there, barely. She was in over her head with tears and moans and all I could do was watch, dumbfounded and erect. She got destroyed, and she did the walk of shame down the corridor of woe, covered in yakk. Destroyed, for your viewing pleasure."
59,Anal Chonk,ghettogaggers.com,2022,"<a href=""https://www.iafd.com/title.rme/id=b9a35173-311a-41a9-b233-f0b9ef2c7a2f"" target=""_blank"">https://www.iafd.com/title.rme/id=b9a35173-311a-41a9-b233-f0b9ef2c7a2f</a>","There was more crack on this chicks ass than a triple beam balance at Hunter B's house with no 10% for the big guy. Bootleg tapped that ass like a keg, and began to party in her colon. He face fucked her until she spit all over like a fuckin orca's blow hole. She got a slap for that. She did dirty A2M like a pro, and really did a great job and worked hard. That's why I love filming these fat fucks. They go above and beyond, because not everyone gives them a chance like we do. She didn't disappoint and she was a very obedient puppy and even untied my shoes with her mouth as she was licking them. She ate 3 loads of cum off her face and chowed it down like grizzle."
60,Anal Fail,facialabuse.com,2020,"<a href=""https://www.iafd.com/title.rme/id=91346459-c68e-471b-9520-77594a0dbf7e"" target=""_blank"">https://www.iafd.com/title.rme/id=91346459-c68e-471b-9520-77594a0dbf7e</a>","They say sometimes your eyes are bigger than your stomach. In this case, the cock was bigger than her little asshole. The head went in and she yelped like a whipped puppy. We tried and again, more slowly this time, but she yelped again. The good news is it was fun watching her try and fail. The dick went down her throat pretty good, and she was completely covered. I couldn't even recognize her as yakk poured out all over her face as the cock kept drilling. She was overwhelmed. She drank yellow discipline that was extra yellow, and she cringed when she swallowed it. We nutted all over her face and sent her packing."
61,Anal Recruiters: Abby,analrecruiters.com,2008,"<a href=""https://www.iafd.com/title.rme/id=a4967785-6e3e-4c72-9aec-fce4641ce61e"" target=""_blank"">https://www.iafd.com/title.rme/id=a4967785-6e3e-4c72-9aec-fce4641ce61e</a>","Right after Abby finished doing her scene for ThePantyhoseSite.com, she was still horny. Abby climbed up on Big Red's lap and wanted him to play with her ass. What man can refuse?... It's a nice ass. So Red sticks a glass dildo in her balloon knot, and you can see it magnify like a dork's eyes in coke bottle glasses. Then Abby begs for a cock in her ass... Being the Gentleman that Red is, he obliges her wishes. Pounds that ass like it was chop liver. Abby starts fucking herself with the dildo as Red nuts all down the crack of her ass. Then uses the dildo to push the cum into her hole...pffff Good times!"
62,Anal Recruiters: Amber Rayne,analrecruiters.com,2008,"<a href=""https://www.iafd.com/title.rme/id=1f61255f-460d-4432-95ae-ab4e950513de"" target=""_blank"">https://www.iafd.com/title.rme/id=1f61255f-460d-4432-95ae-ab4e950513de</a>","Amber Rayne is a dirty little whore. Look at her piercing eyes as they gaze right into yours with that cock up her tight ass, they say, Am I being a good girl daddy? Then she bends over and shows the damage which has been inflicted on her tight balloon knot. It gapes just wide enough so you can peer into her soul. Then she opens up that dirty slut mouth and takes a creamy batch of cum right into her dumb cunt yap."
63,Anal Recruiters: Amber Rayne and Jackie,analrecruiters.com,2009,"<a href=""https://www.iafd.com/title.rme/id=68358696-6923-4b40-a18c-21e6a555b64d"" target=""_blank"">https://www.iafd.com/title.rme/id=68358696-6923-4b40-a18c-21e6a555b64d</a>","Amber Rayne, who's rather intelligent, brought along Jackie who can barely read. So you can imagine the power structure in that relationship, and probably explains why Jackie let Amber Rayne push out of her ass a load that Big Red shot into it. Jackie was not pleased. I mean girls have an aversion to sperm regardless, let alone when it's mixed with colon critters. Amber made her swallow it too!"
64,Anal Recruiters: Annie Cruz,analrecruiters.com,2008,"<a href=""https://www.iafd.com/title.rme/id=613ab967-920e-4ba0-b372-6fa02ecf0d65"" target=""_blank"">https://www.iafd.com/title.rme/id=613ab967-920e-4ba0-b372-6fa02ecf0d65</a>","Annie Cruz likes to think of herself as a dominant chick; one who takes control during a scene. She likes to think she is showing off her girl power by doing porn. All she is showing off in my opinion is that she is a whore. It's tough to be a chick with power when you have a dick is your ass and a dick in your mouth. But let her go one with her bad self, and her mouth filled up with bubbly cum. She's doing woman kind a great service."
65,Anal Recruiters: Arianna Ray,analrecruiters.com,2010,"<a href=""https://www.iafd.com/title.rme/id=bf1a75db-d1e9-4234-9954-3a47c13bc22f"" target=""_blank"">https://www.iafd.com/title.rme/id=bf1a75db-d1e9-4234-9954-3a47c13bc22f</a>","Arianna Ray is a cute little slut who really needed a good ass pounding. I mean, she just perked it up and it just sat there saying, Fuck me in the ass. I mean, she didn't really say that, but that's what I heard. So I fucked her ass until she was squealing like a pig caught in a rope. As my cock went from the tip to the balls with each stroke, passing her sphincter with each pump it was definitely a good time. I left her sitting there a mess, with her ass leaking sperm and the sweet smell of dignity."
66,Anal Recruiters: Cassandra Cruz,analrecruiters.com,2008,"<a href=""https://www.iafd.com/title.rme/id=b8db03f1-545d-4846-bde3-2defe888a53c"" target=""_blank"">https://www.iafd.com/title.rme/id=b8db03f1-545d-4846-bde3-2defe888a53c</a>","Cassandra Cruz is bouncing on the cock in her tight Latina ass. She gets it in her pussy too, but that Latina ass is much better than her pussy it seems. It looks like it has a bit of trouble fitting in at first, but then again, would anal sex be as fun if they didn't fuss a bit? It's always nice to send them home with there ass refusing to close."
